L_IMU_Ang,R_IMU_Ang,L_IMU_Vel,R_IMU_Vel,Time
0.0,0.0,0.0,0.0,0.003388643264770508
0.0,0.0,0.0,0.0,0.0037081241607666016
0.0,0.0,0.0,0.0,0.003798961639404297
0.0,0.0,0.0,0.0,0.003866434097290039
0.0,0.0,0.0,0.0,0.003934621810913086
0.0,0.0,0.0,0.0,0.003997802734375
0.0,0.0,0.0,0.0,0.004058361053466797
0.0,0.0,0.0,0.0,0.004119157791137695
0.0,0.0,0.0,0.0,0.004180192947387695
0.0,0.0,0.0,0.0,0.004240751266479492
0.0,0.0,0.0,0.0,0.004300594329833984
0.0,0.0,0.0,0.0,0.00436091423034668
0.0,0.0,0.0,0.0,0.004421234130859375
0.0,0.0,0.0,0.0,0.004481792449951172
0.0,0.0,0.0,0.0,0.004542350769042969
0.0,0.0,0.0,0.0,0.004602670669555664
0.0,0.0,0.0,0.0,0.0046634674072265625
0.0,0.0,0.0,0.0,0.00472712516784668
0.0,0.0,0.0,0.0,0.004788637161254883
0.0,0.0,0.0,0.0,0.005163669586181641
0.0,0.0,0.0,0.0,0.005257844924926758
0.0,0.0,0.0,0.0,0.005321502685546875
0.0,0.0,0.0,0.0,0.005384922027587891
0.0,0.0,0.0,0.0,0.005446434020996094
0.0,0.0,0.0,0.0,0.005506992340087891
0.0,0.0,0.0,0.0,0.0055675506591796875
0.0,0.0,0.0,0.0,0.005628108978271484
0.0,0.0,0.0,0.0,0.005688667297363281
0.0,0.0,0.0,0.0,0.005749225616455078
0.0,0.0,0.0,0.0,0.0058100223541259766
0.0,0.0,0.0,0.0,0.00587010383605957
0.0,0.0,0.0,0.0,0.005930423736572266
0.0,0.0,0.0,0.0,0.0059909820556640625
0.0,0.0,0.0,0.0,0.006051301956176758
0.0,0.0,0.0,0.0,0.006112337112426758
0.0,0.0,0.0,0.0,0.0061724185943603516
0.0,0.0,0.0,0.0,0.006234884262084961
0.0,0.0,0.0,0.0,0.006541013717651367
0.0,0.0,0.0,0.0,0.006620645523071289
0.0,0.0,0.0,0.0,0.006682395935058594
0.0,0.0,0.0,0.0,0.0067446231842041016
0.0,0.0,0.0,0.0,0.006805896759033203
0.0,0.0,0.0,0.0,0.006867647171020508
0.0,0.0,0.0,0.0,0.006928682327270508
0.0,0.0,0.0,0.0,0.006989479064941406
0.0,0.0,0.0,0.0,0.007050275802612305
0.0,0.0,0.0,0.0,0.007110595703125
0.0,0.0,0.0,0.0,0.007171154022216797
0.0,0.0,0.0,0.0,0.007231950759887695
0.0,0.0,0.0,0.0,0.007292270660400391
0.0,0.0,0.0,0.0,0.007353305816650391
0.0,0.0,0.0,0.0,0.007413387298583984
0.0,0.0,0.0,0.0,0.007474184036254883
0.0,0.0,0.0,0.0,0.0075337886810302734
0.0,0.0,0.0,0.0,0.00759577751159668
0.0,0.0,0.0,0.0,0.007877111434936523
0.0,0.0,0.0,0.0,0.00795292854309082
0.0,0.0,0.0,0.0,0.008019208908081055
0.0,0.0,0.0,0.0,0.008081912994384766
0.0,0.0,0.0,0.0,0.008143186569213867
0.0,0.0,0.0,0.0,0.008203506469726562
0.0,0.0,0.0,0.0,0.008263826370239258
0.0,0.0,0.0,0.0,0.008324623107910156
0.0,0.0,0.0,0.0,0.008384943008422852
0.0,0.0,0.0,0.0,0.008445501327514648
0.0,0.0,0.0,0.0,0.008505821228027344
0.0,0.0,0.0,0.0,0.008589029312133789
0.0,0.0,0.0,0.0,0.008652210235595703
0.0,0.0,0.0,0.0,0.0087127685546875
0.0,0.0,0.0,0.0,0.008773565292358398
0.0,0.0,0.0,0.0,0.008833885192871094
0.0,0.0,0.0,0.0,0.008894920349121094
0.0,0.0,0.0,0.0,0.008957147598266602
0.0,0.0,0.0,0.0,0.009386777877807617
0.0,0.0,0.0,0.0,0.009531736373901367
0.0,0.0,0.0,0.0,0.009605646133422852
0.0,0.0,0.0,0.0,0.00967097282409668
0.0,0.0,0.0,0.0,0.00973820686340332
0.0,0.0,0.0,0.0,0.009799718856811523
0.0,0.0,0.0,0.0,0.009861946105957031
0.0,0.0,0.0,0.0,0.009927749633789062
0.0,0.0,0.0,0.0,0.009988784790039062
0.0,0.0,0.0,0.0,0.010050296783447266
0.0,0.0,0.0,0.0,0.01011204719543457
0.0,0.0,0.0,0.0,0.010172605514526367
0.0,0.0,0.0,0.0,0.010234355926513672
0.0,0.0,0.0,0.0,0.010295391082763672
0.0,0.0,0.0,0.0,0.01035618782043457
0.0,0.0,0.0,0.0,0.010416746139526367
0.0,0.0,0.0,0.0,0.010477542877197266
0.0,0.0,0.0,0.0,0.010540485382080078
0.0,0.0,0.0,0.0,0.010887622833251953
0.0,0.0,0.0,0.0,0.010967493057250977
0.0,0.0,0.0,0.0,0.011029481887817383
0.0,0.0,0.0,0.0,0.011090993881225586
0.0,0.0,0.0,0.0,0.011151552200317383
0.0,0.0,0.0,0.0,0.011212348937988281
0.0,0.0,0.0,0.0,0.011272430419921875
0.0,0.0,0.0,0.0,0.011332273483276367
0.0,0.0,0.0,0.0,0.011393308639526367
0.0,0.0,0.0,0.0,0.011454105377197266
0.0,0.0,0.0,0.0,0.011515617370605469
0.0,0.0,0.0,0.0,0.011576175689697266
0.0,0.0,0.0,0.0,0.011636495590209961
0.0,0.0,0.0,0.0,0.011696577072143555
0.0,0.0,0.0,0.0,0.01175689697265625
0.0,0.0,0.0,0.0,0.011816740036010742
0.0,0.0,0.0,0.0,0.01187753677368164
0.0,0.0,0.0,0.0,0.011938810348510742
0.0,0.0,0.0,0.0,0.01251983642578125
0.0,0.0,0.0,0.0,0.012691259384155273
0.0,0.0,0.0,0.0,0.012787103652954102
0.0,0.0,0.0,0.0,0.01286005973815918
0.0,0.0,0.0,0.0,0.012928485870361328
0.0,0.0,0.0,0.0,0.012992620468139648
0.0,0.0,0.0,0.0,0.013100385665893555
0.0,0.0,0.0,0.0,0.01316690444946289
0.0,0.0,0.0,0.0,0.01322793960571289
0.0,0.0,0.0,0.0,0.013288736343383789
0.0,0.0,0.0,0.0,0.013350486755371094
0.0,0.0,0.0,0.0,0.013411283493041992
0.0,0.0,0.0,0.0,0.013472795486450195
0.0,0.0,0.0,0.0,0.013533353805541992
0.0,0.0,0.0,0.0,0.013594627380371094
0.0,0.0,0.0,0.0,0.013656139373779297
0.0,0.0,0.0,0.0,0.0137176513671875
0.0,0.0,0.0,0.0,0.01378011703491211
0.0,0.0,0.0,0.0,0.014356374740600586
0.0,0.0,0.0,0.0,0.014500141143798828
0.0,0.0,0.0,0.0,0.014575719833374023
0.0,0.0,0.0,0.0,0.014643669128417969
0.0,0.0,0.0,0.0,0.014708995819091797
0.0,0.0,0.0,0.0,0.014770746231079102
0.0,0.0,0.0,0.0,0.014832735061645508
0.0,0.0,0.0,0.0,0.014893770217895508
0.0,0.0,0.0,0.0,0.01495504379272461
0.0,0.0,0.0,0.0,0.015015840530395508
0.0,0.0,0.0,0.0,0.01507711410522461
0.0,0.0,0.0,0.0,0.015137195587158203
0.0,0.0,0.0,0.0,0.015198469161987305
0.0,0.0,0.0,0.0,0.015259027481079102
0.0,0.0,0.0,0.0,0.01531982421875
0.0,0.0,0.0,0.0,0.015380144119262695
0.0,0.0,0.0,0.0,0.015441179275512695
0.0,0.0,0.0,0.0,0.015505075454711914
0.0,0.0,0.0,0.0,0.016142606735229492
0.0,0.0,0.0,0.0,0.0162656307220459
0.0,0.0,0.0,0.0,0.016330480575561523
0.0,0.0,0.0,0.0,0.016393423080444336
0.0,0.0,0.0,0.0,0.016454696655273438
0.0,0.0,0.0,0.0,0.016515254974365234
0.0,0.0,0.0,0.0,0.01657557487487793
0.0,0.0,0.0,0.0,0.016635894775390625
0.0,0.0,0.0,0.0,0.016696691513061523
0.0,0.0,0.0,0.0,0.016757488250732422
0.0,0.0,0.0,0.0,0.016818761825561523
0.0,0.0,0.0,0.0,0.01688218116760254
0.0,0.0,0.0,0.0,0.016944408416748047
0.0,0.0,0.0,0.0,0.01700592041015625
0.0,0.0,0.0,0.0,0.017111539840698242
0.0,0.0,0.0,0.0,0.017175912857055664
0.0,0.0,0.0,0.0,0.017237424850463867
0.0,0.0,0.0,0.0,0.017299652099609375
0.0,0.0,0.0,0.0,0.017787933349609375
0.0,0.0,0.0,0.0,0.017880678176879883
0.0,0.0,0.0,0.0,0.017943859100341797
0.0,0.0,0.0,0.0,0.0180056095123291
0.0,0.0,0.0,0.0,0.0180661678314209
0.0,0.0,0.0,0.0,0.018126964569091797
0.0,0.0,0.0,0.0,0.018187999725341797
0.0,0.0,0.0,0.0,0.01824808120727539
0.0,0.0,0.0,0.0,0.018308162689208984
0.0,0.0,0.0,0.0,0.01836848258972168
0.0,0.0,0.0,0.0,0.018429040908813477
0.0,0.0,0.0,0.0,0.018511056900024414
0.0,0.0,0.0,0.0,0.018575191497802734
0.0,0.0,0.0,0.0,0.01863551139831543
0.0,0.0,0.0,0.0,0.018695831298828125
0.0,0.0,0.0,0.0,0.018756628036499023
0.0,0.0,0.0,0.0,0.01881718635559082
0.0,0.0,0.0,0.0,0.018878459930419922
0.0,0.0,0.0,0.0,0.0193784236907959
0.0,0.0,0.0,0.0,0.01951432228088379
0.0,0.0,0.0,0.0,0.01958441734313965
0.0,0.0,0.0,0.0,0.019651174545288086
0.0,0.0,0.0,0.0,0.0197141170501709
0.0,0.0,0.0,0.0,0.019774675369262695
0.0,0.0,0.0,0.0,0.019835948944091797
0.0,0.0,0.0,0.0,0.019896745681762695
0.0,0.0,0.0,0.0,0.019957542419433594
0.0,0.0,0.0,0.0,0.02001810073852539
0.0,0.0,0.0,0.0,0.020079612731933594
0.0,0.0,0.0,0.0,0.020139217376708984
0.0,0.0,0.0,0.0,0.02019977569580078
0.0,0.0,0.0,0.0,0.020260095596313477
0.0,0.0,0.0,0.0,0.020321130752563477
0.0,0.0,0.0,0.0,0.020381450653076172
0.0,0.0,0.0,0.0,0.020442485809326172
0.0,0.0,0.0,0.0,0.020507335662841797
0.0,0.0,0.0,0.0,0.021171092987060547
0.0,0.0,0.0,0.0,0.021294116973876953
0.0,0.0,0.0,0.0,0.021358251571655273
0.0,0.0,0.0,0.0,0.02142167091369629
0.0,0.0,0.0,0.0,0.02148294448852539
0.0,0.0,0.0,0.0,0.021544218063354492
0.0,0.0,0.0,0.0,0.021604537963867188
0.0,0.0,0.0,0.0,0.021666288375854492
0.0,0.0,0.0,0.0,0.02173137664794922
0.0,0.0,0.0,0.0,0.02179265022277832
0.0,0.0,0.0,0.0,0.02185344696044922
0.0,0.0,0.0,0.0,0.021914005279541016
0.0,0.0,0.0,0.0,0.02197551727294922
0.0,0.0,0.0,0.0,0.022035598754882812
0.0,0.0,0.0,0.0,0.02209639549255371
0.0,0.0,0.0,0.0,0.022156476974487305
0.0,0.0,0.0,0.0,0.022217750549316406
0.0,0.0,0.0,0.0,0.022280216217041016
0.0,0.0,0.0,0.0,0.022766828536987305
0.0,0.0,0.0,0.0,0.022856712341308594
0.0,0.0,0.0,0.0,0.02292013168334961
0.0,0.0,0.0,0.0,0.022981882095336914
0.0,0.0,0.0,0.0,0.023042917251586914
0.0,0.0,0.0,0.0,0.02310347557067871
0.0,0.0,0.0,0.0,0.023163557052612305
0.0,0.0,0.0,0.0,0.0232236385345459
0.0,0.0,0.0,0.0,0.023283720016479492
0.0,0.0,0.0,0.0,0.023343801498413086
0.0,0.0,0.0,0.0,0.023404836654663086
0.0,0.0,0.0,0.0,0.02346515655517578
0.0,0.0,0.0,0.0,0.023525238037109375
0.0,0.0,0.0,0.0,0.02358531951904297
0.0,0.0,0.0,0.0,0.023645877838134766
0.0,0.0,0.0,0.0,0.023706674575805664
0.0,0.0,0.0,0.0,0.023767709732055664
0.0,0.0,0.0,0.0,0.023829221725463867
0.0,0.0,0.0,0.0,0.024290800094604492
0.0,0.0,0.0,0.0,0.024422883987426758
0.0,0.0,0.0,0.0,0.024495601654052734
0.0,0.0,0.0,0.0,0.02456212043762207
0.0,0.0,0.0,0.0,0.02462935447692871
0.0,0.0,0.0,0.0,0.024692058563232422
0.0,0.0,0.0,0.0,0.02475261688232422
0.0,0.0,0.0,0.0,0.02481365203857422
0.0,0.0,0.0,0.0,0.024873971939086914
0.0,0.0,0.0,0.0,0.024935007095336914
0.0,0.0,0.0,0.0,0.02499532699584961
0.0,0.0,0.0,0.0,0.025102615356445312
0.0,0.0,0.0,0.0,0.02516627311706543
0.0,0.0,0.0,0.0,0.02522730827331543
0.0,0.0,0.0,0.0,0.025287866592407227
0.0,0.0,0.0,0.0,0.025348663330078125
0.0,0.0,0.0,0.0,0.025409698486328125
0.0,0.0,0.0,0.0,0.02547740936279297
0.0,0.0,0.0,0.0,0.0260927677154541
0.0,0.0,0.0,0.0,0.026213884353637695
0.0,0.0,0.0,0.0,0.026278972625732422
0.0,0.0,0.0,0.0,0.02634143829345703
0.0,0.0,0.0,0.0,0.02640247344970703
0.0,0.0,0.0,0.0,0.026462554931640625
0.0,0.0,0.0,0.0,0.026523351669311523
0.0,0.0,0.0,0.0,0.026584386825561523
0.0,0.0,0.0,0.0,0.02664494514465332
0.0,0.0,0.0,0.0,0.026705503463745117
0.0,0.0,0.0,0.0,0.026767730712890625
0.0,0.0,0.0,0.0,0.026830673217773438
0.0,0.0,0.0,0.0,0.026891231536865234
0.0,0.0,0.0,0.0,0.026952028274536133
0.0,0.0,0.0,0.0,0.02701258659362793
0.0,0.0,0.0,0.0,0.027073383331298828
0.0,0.0,0.0,0.0,0.027134180068969727
0.0,0.0,0.0,0.0,0.02719593048095703
0.0,0.0,0.0,0.0,0.027674198150634766
0.0,0.0,0.0,0.0,0.02776789665222168
0.0,0.0,0.0,0.0,0.02783060073852539
0.0,0.0,0.0,0.0,0.02789306640625
0.0,0.0,0.0,0.0,0.027953624725341797
0.0,0.0,0.0,0.0,0.028014183044433594
0.0,0.0,0.0,0.0,0.02807450294494629
0.0,0.0,0.0,0.0,0.028134822845458984
0.0,0.0,0.0,0.0,0.028195858001708984
0.0,0.0,0.0,0.0,0.028257131576538086
0.0,0.0,0.0,0.0,0.028318405151367188
0.0,0.0,0.0,0.0,0.028379201889038086
0.0,0.0,0.0,0.0,0.028460979461669922
0.0,0.0,0.0,0.0,0.02852463722229004
0.0,0.0,0.0,0.0,0.028584957122802734
0.0,0.0,0.0,0.0,0.028645038604736328
0.0,0.0,0.0,0.0,0.028706073760986328
0.0,0.0,0.0,0.0,0.02876758575439453
0.0,0.0,0.0,0.0,0.02927088737487793
0.0,0.0,0.0,0.0,0.029407501220703125
0.0,0.0,0.0,0.0,0.029494047164916992
0.0,0.0,0.0,0.0,0.029561519622802734
0.0,0.0,0.0,0.0,0.029626131057739258
0.0,0.0,0.0,0.0,0.029692411422729492
0.0,0.0,0.0,0.0,0.029753684997558594
0.0,0.0,0.0,0.0,0.029815196990966797
0.0,0.0,0.0,0.0,0.0298764705657959
0.0,0.0,0.0,0.0,0.0299375057220459
0.0,0.0,0.0,0.0,0.029998064041137695
0.0,0.0,0.0,0.0,0.030059337615966797
0.0,0.0,0.0,0.0,0.03011941909790039
0.0,0.0,0.0,0.0,0.030179977416992188
0.0,0.0,0.0,0.0,0.030240535736083984
0.0,0.0,0.0,0.0,0.030301332473754883
0.0,0.0,0.0,0.0,0.030362606048583984
0.0,0.0,0.0,0.0,0.030425071716308594
0.0,0.0,0.0,0.0,0.031021595001220703
0.0,0.0,0.0,0.0,0.03114914894104004
0.0,0.0,0.0,0.0,0.031213760375976562
0.0,0.0,0.0,0.0,0.03127646446228027
0.0,0.0,0.0,0.0,0.03133821487426758
0.0,0.0,0.0,0.0,0.031398773193359375
0.0,0.0,0.0,0.0,0.031459808349609375
0.0,0.0,0.0,0.0,0.03152036666870117
0.0,0.0,0.0,0.0,0.03158116340637207
0.0,0.0,0.0,0.0,0.03164196014404297
0.0,0.0,0.0,0.0,0.03170204162597656
0.0,0.0,0.0,0.0,0.03176236152648926
0.0,0.0,0.0,0.0,0.031822919845581055
0.0,0.0,0.0,0.0,0.03188323974609375
0.0,0.0,0.0,0.0,0.03194379806518555
0.0,0.0,0.0,0.0,0.032004356384277344
0.0,0.0,0.0,0.0,0.032065391540527344
0.0,0.0,0.0,0.0,0.03212785720825195
0.0,0.0,0.0,0.0,0.03261923789978027
0.0,0.0,0.0,0.0,0.032714128494262695
0.0,0.0,0.0,0.0,0.03277754783630371
0.0,0.0,0.0,0.0,0.03283953666687012
0.0,0.0,0.0,0.0,0.032900333404541016
0.0,0.0,0.0,0.0,0.03296041488647461
0.0,0.0,0.0,0.0,0.03305768966674805
0.0,0.0,0.0,0.0,0.033121585845947266
0.0,0.0,0.0,0.0,0.03318285942077637
0.0,0.0,0.0,0.0,0.033243656158447266
0.0,0.0,0.0,0.0,0.03330421447753906
0.0,0.0,0.0,0.0,0.03336477279663086
0.0,0.0,0.0,0.0,0.03342485427856445
0.0,0.0,0.0,0.0,0.03348541259765625
0.0,0.0,0.0,0.0,0.03354597091674805
0.0,0.0,0.0,0.0,0.03360629081726074
0.0,0.0,0.0,0.0,0.03366708755493164
0.0,0.0,0.0,0.0,0.03372836112976074
0.0,0.0,0.0,0.0,0.034195661544799805
0.0,0.0,0.0,0.0,0.03430819511413574
0.0,0.0,0.0,0.0,0.03438091278076172
0.0,0.0,0.0,0.0,0.03445148468017578
0.0,0.0,0.0,0.0,0.034517765045166016
0.0,0.0,0.0,0.0,0.034583330154418945
0.0,0.0,0.0,0.0,0.03464770317077637
0.0,0.0,0.0,0.0,0.03471183776855469
0.0,0.0,0.0,0.0,0.034773826599121094
0.0,0.0,0.0,0.0,0.03483438491821289
0.0,0.0,0.0,0.0,0.03489494323730469
0.0,0.0,0.0,0.0,0.034955501556396484
0.0,0.0,0.0,0.0,0.03501629829406738
0.0,0.0,0.0,0.0,0.03507637977600098
0.0,0.0,0.0,0.0,0.03513789176940918
0.0,0.0,0.0,0.0,0.03519845008850098
0.0,0.0,0.0,0.0,0.035259246826171875
0.0,0.0,0.0,0.0,0.035321712493896484
0.0,0.0,0.0,0.0,0.03585934638977051
0.0,0.0,0.0,0.0,0.03598356246948242
0.0,0.0,0.0,0.0,0.03605794906616211
0.0,0.0,0.0,0.0,0.03612565994262695
0.0,0.0,0.0,0.0,0.036191701889038086
0.0,0.0,0.0,0.0,0.03625917434692383
0.0,0.0,0.0,0.0,0.03632020950317383
0.0,0.0,0.0,0.0,0.036380767822265625
0.0,0.0,0.0,0.0,0.03644132614135742
0.0,0.0,0.0,0.0,0.03650236129760742
0.0,0.0,0.0,0.0,0.03656291961669922
0.0,0.0,0.0,0.0,0.03662395477294922
0.0,0.0,0.0,0.0,0.03668403625488281
0.0,0.0,0.0,0.0,0.036743879318237305
0.0,0.0,0.0,0.0,0.0368046760559082
0.0,0.0,0.0,0.0,0.036867380142211914
0.0,0.0,0.0,0.0,0.03692984580993652
0.0,0.0,0.0,0.0,0.036992549896240234
0.0,0.0,0.0,0.0,0.03753328323364258
0.0,0.0,0.0,0.0,0.03762984275817871
0.0,0.0,0.0,0.0,0.03769397735595703
0.0,0.0,0.0,0.0,0.03775644302368164
0.0,0.0,0.0,0.0,0.03781723976135254
0.0,0.0,0.0,0.0,0.03787708282470703
0.0,0.0,0.0,0.0,0.03793740272521973
0.0,0.0,0.0,0.0,0.03799772262573242
0.0,0.0,0.0,0.0,0.03805875778198242
0.0,0.0,0.0,0.0,0.03811931610107422
0.0,0.0,0.0,0.0,0.03818011283874512
0.0,0.0,0.0,0.0,0.03824043273925781
0.0,0.0,0.0,0.0,0.03830146789550781
0.0,0.0,0.0,0.0,0.038361549377441406
0.0,0.0,0.0,0.0,0.03844428062438965
0.0,0.0,0.0,0.0,0.03850674629211426
0.0,0.0,0.0,0.0,0.03856801986694336
0.0,0.0,0.0,0.0,0.03862953186035156
0.0,0.0,0.0,0.0,0.03907918930053711
0.0,0.0,0.0,0.0,0.0391843318939209
0.0,0.0,0.0,0.0,0.03925299644470215
0.0,0.0,0.0,0.0,0.03931927680969238
0.0,0.0,0.0,0.0,0.03938460350036621
0.0,0.0,0.0,0.0,0.03945016860961914
0.0,0.0,0.0,0.0,0.03951454162597656
0.0,0.0,0.0,0.0,0.0395815372467041
0.0,0.0,0.0,0.0,0.039647817611694336
0.0,0.0,0.0,0.0,0.039710044860839844
0.0,0.0,0.0,0.0,0.03977179527282715
0.0,0.0,0.0,0.0,0.039832115173339844
0.0,0.0,0.0,0.0,0.039893150329589844
0.0,0.0,0.0,0.0,0.039954185485839844
0.0,0.0,0.0,0.0,0.040015459060668945
0.0,0.0,0.0,0.0,0.040076494216918945
0.0,0.0,0.0,0.0,0.04013776779174805
0.0,0.0,0.0,0.0,0.04019927978515625
0.0,0.0,0.0,0.0,0.040726423263549805
0.0,0.0,0.0,0.0,0.04085206985473633
0.0,0.0,0.0,0.0,0.04092574119567871
0.0,0.0,0.0,0.0,0.04099249839782715
0.0,0.0,0.0,0.0,0.04110407829284668
0.0,0.0,0.0,0.0,0.04117250442504883
0.0,0.0,0.0,0.0,0.04123377799987793
0.0,0.0,0.0,0.0,0.04129362106323242
0.0,0.0,0.0,0.0,0.04135394096374512
0.0,0.0,0.0,0.0,0.04141497611999512
0.0,0.0,0.0,0.0,0.041475534439086914
0.0,0.0,0.0,0.0,0.041536569595336914
0.0,0.0,0.0,0.0,0.04159855842590332
0.0,0.0,0.0,0.0,0.04165911674499512
0.0,0.0,0.0,0.0,0.04171919822692871
0.0,0.0,0.0,0.0,0.04177999496459961
0.0,0.0,0.0,0.0,0.0418400764465332
0.0,0.0,0.0,0.0,0.04190254211425781
0.0,0.0,0.0,0.0,0.04249262809753418
0.0,0.0,0.0,0.0,0.042597293853759766
0.0,0.0,0.0,0.0,0.04266476631164551
0.0,0.0,0.0,0.0,0.04272913932800293
0.0,0.0,0.0,0.0,0.04279303550720215
0.0,0.0,0.0,0.0,0.042855024337768555
0.0,0.0,0.0,0.0,0.04291796684265137
0.0,0.0,0.0,0.0,0.04297924041748047
0.0,0.0,0.0,0.0,0.04304099082946777
0.0,0.0,0.0,0.0,0.04310274124145508
0.0,0.0,0.0,0.0,0.04316449165344238
0.0,0.0,0.0,0.0,0.043225765228271484
0.0,0.0,0.0,0.0,0.04328727722167969
0.0,0.0,0.0,0.0,0.04334855079650879
0.0,0.0,0.0,0.0,0.04341006278991699
0.0,0.0,0.0,0.0,0.043471336364746094
0.0,0.0,0.0,0.0,0.0435335636138916
0.0,0.0,0.0,0.0,0.043595314025878906
0.0,0.0,0.0,0.0,0.04391646385192871
0.0,0.0,0.0,0.0,0.0439910888671875
0.0,0.0,0.0,0.0,0.04405403137207031
0.0,0.0,0.0,0.0,0.04411578178405762
0.0,0.0,0.0,0.0,0.04417705535888672
0.0,0.0,0.0,0.0,0.04423785209655762
0.0,0.0,0.0,0.0,0.044298648834228516
0.0,0.0,0.0,0.0,0.04435992240905762
0.0,0.0,0.0,0.0,0.04442167282104492
0.0,0.0,0.0,0.0,0.04448246955871582
0.0,0.0,0.0,0.0,0.04454445838928223
0.0,0.0,0.0,0.0,0.04460859298706055
0.0,0.0,0.0,0.0,0.04466891288757324
0.0,0.0,0.0,0.0,0.04472970962524414
0.0,0.0,0.0,0.0,0.044790029525756836
0.0,0.0,0.0,0.0,0.04485154151916504
0.0,0.0,0.0,0.0,0.044912099838256836
0.0,0.0,0.0,0.0,0.04497361183166504
0.0,0.0,0.0,0.0,0.045432329177856445
0.0,0.0,0.0,0.0,0.04556679725646973
0.0,0.0,0.0,0.0,0.04564404487609863
0.0,0.0,0.0,0.0,0.04571390151977539
0.0,0.0,0.0,0.0,0.04578042030334473
0.0,0.0,0.0,0.0,0.04584550857543945
0.0,0.0,0.0,0.0,0.04591083526611328
0.0,0.0,0.0,0.0,0.045975446701049805
0.0,0.0,0.0,0.0,0.046037912368774414
0.0,0.0,0.0,0.0,0.046099185943603516
0.0,0.0,0.0,0.0,0.04616093635559082
0.0,0.0,0.0,0.0,0.046221256256103516
0.0,0.0,0.0,0.0,0.046282052993774414
0.0,0.0,0.0,0.0,0.046343088150024414
0.0,0.0,0.0,0.0,0.046404361724853516
0.0,0.0,0.0,0.0,0.04646587371826172
0.0,0.0,0.0,0.0,0.04652667045593262
0.0,0.0,0.0,0.0,0.04658937454223633
0.0,0.0,0.0,0.0,0.04706692695617676
0.0,0.0,0.0,0.0,0.047194719314575195
0.0,0.0,0.0,0.0,0.04727888107299805
0.0,0.0,0.0,0.0,0.047348737716674805
0.0,0.0,0.0,0.0,0.04741334915161133
0.0,0.0,0.0,0.0,0.04748129844665527
0.0,0.0,0.0,0.0,0.04754519462585449
0.0,0.0,0.0,0.0,0.04760622978210449
0.0,0.0,0.0,0.0,0.04766726493835449
0.0,0.0,0.0,0.0,0.04772806167602539
0.0,0.0,0.0,0.0,0.04778909683227539
0.0,0.0,0.0,0.0,0.047849416732788086
0.0,0.0,0.0,0.0,0.04790997505187988
0.0,0.0,0.0,0.0,0.04797029495239258
0.0,0.0,0.0,0.0,0.04803061485290527
0.0,0.0,0.0,0.0,0.04809141159057617
0.0,0.0,0.0,0.0,0.048175811767578125
0.0,0.0,0.0,0.0,0.04824209213256836
0.0,0.0,0.0,0.0,0.048630475997924805
0.0,0.0,0.0,0.0,0.04873180389404297
0.0,0.0,0.0,0.0,0.048796892166137695
0.0,0.0,0.0,0.0,0.04885983467102051
0.0,0.0,0.0,0.0,0.04892158508300781
0.0,0.0,0.0,0.0,0.048981666564941406
0.0,0.0,0.0,0.0,0.04908323287963867
0.0,0.0,0.0,0.0,0.049146413803100586
0.0,0.0,0.0,0.0,0.04920792579650879
